contract_id,module_id,object_name,field_name,field_path,contract_version,type,unit,required,nullable,allowed_states,source_owner,meaning,must_not_mean,validation,versioning,provenance_required,evidence_required,source_documents,source_sections,source_extract_ids,notes
DC-M05-CAN-0050,M05,participant,SPOUSE,participant.spouse,,,,,,,M05,Создаётся только если супруг есть; не становится co-borrower автоматически. | included_in_analysis=false до явного решения; отдельный consent.,Создаётся только если супруг есть; не становится co-borrower автоматически. | included_in_analysis=false до явного решения; отдельный consent.,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00083,Объект / поле: SPOUSE; Правило: Создаётся только если супруг есть; не становится co-borrower автоматически.; Owner / isolation: included_in_analysis=false до явного решения; отдельный consent.
DC-M05-CAN-0051,M05,participant,spouse participant,participant.spouse_participant,,,,TRUE,,,M05,если есть супруг | супруг не становится созаёмщиком автоматически,если есть супруг | супруг не становится созаёмщиком автоматически,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,§5 Участники и семейный контур,SRC-DOC-M05-P-00065,Сущность / поле: spouse participant; Обязательно: если есть супруг; Решение: супруг не становится созаёмщиком автоматически
DC-M05-CAN-0052,M05,pension_sender,employer_or_business_name,pension_sender.employer_or_business_name,,string,,,,DECLARED|VERIFIED,M05,string|может быть user-declared или verified; не заменяется pension sender молча|USER_DECLARED/VERIFIED; pension sender не заменяет значение.,string|может быть user-declared или verified; не заменяется pension sender молча|USER_DECLARED/VERIFIED; pension sender не заменяет значение.,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§6 Занятость|§9 Employment,SRC-DOC-M05-P-00074|SRC-DOC-M05-I-00109,Поле: employer_or_business_name; Тип / enum: string; Правило: может быть user-declared или verified; не заменяется pension sender молча|Поле: employer_or_business_name; Тип / enum: string; Правило: USER_DECLARED/VERIFIED; pension sender не заменяет значение.
DC-M06-CAN-0001,M06,calculation_run,actor,calculation_run.actor,,System or authorized actor; ISO timestamp.,,,,,M06,System or authorized actor; ISO timestamp.|ISO time; authorized user or system.,,ISO time; authorized user or system.,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00275|SRC-DOC-M06-I-00207,Field: calculated_at / actor; Contract: System or authorized actor; ISO timestamp.|Field: calculated_at / actor; Storage/validation: ISO time; authorized user or system.
DC-M06-CAN-0002,M06,calculation_run,calculated_at,calculation_run.calculated_at,,System or authorized actor; ISO timestamp.,,,,,M06,System or authorized actor; ISO timestamp.|ISO time; authorized user or system.,,ISO time; authorized user or system.,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00275|SRC-DOC-M06-I-00207,Field: calculated_at / actor; Contract: System or authorized actor; ISO timestamp.|Field: calculated_at / actor; Storage/validation: ISO time; authorized user or system.
DC-M06-CAN-0003,M06,calculation_run,calculation_run_id,calculation_run.calculation_run_id,,,,,,,M06,Unique immutable run ID; idempotency key maps identical request to same run or exact replay result.|Unique immutable identifier.,,Unique immutable identifier.,Unique immutable run ID; idempotency key maps identical request to same run or exact replay result.|Unique immutable identifier.,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00267|SRC-DOC-M06-I-00199,Field: calculation_run_id; Contract: Unique immutable run ID; idempotency key maps identical request to same run or exact replay result.|Field: calculation_run_id; Storage/validation: Unique immutable identifier.
DC-M06-CAN-0004,M06,calculation_run,case_id,calculation_run.case_id,,,,TRUE,,,M06,M01 access scope; no cross-tenant existence leak.|Required; M01 authorization guard; no cross-tenant leak.,,Required; M01 authorization guard; no cross-tenant leak.,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00268|SRC-DOC-M06-I-00200,Field: tenant_id / case_id; Contract: M01 access scope; no cross-tenant existence leak.|Field: tenant_id / case_id; Storage/validation: Required; M01 authorization guard; no cross-tenant leak.
DC-M06-CAN-0005,M06,calculation_run,idempotency_key,calculation_run.idempotency_key,,,,TRUE,,,M06,Required request header; stored with canonical request hash.,,Required request header; stored with canonical request hash.,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§15 Calculation run,SRC-DOC-M06-I-00209,Field: idempotency_key; Storage/validation: Required request header; stored with canonical request hash.
DC-M06-CAN-0006,M06,calculation_run,inputs.annuity_payment.annual_nominal_rate_percent,calculation_run.inputs.annuity_payment.annual_nominal_rate_percent,,"Decimal(7,4) percent, e.g. 12.5000",,TRUE,,,M06,"calculation_request.parameters.annual_nominal_rate_percent | Decimal(7,4) percent, e.g. 12.5000 | Да | PARAMETER_CONFIRMED",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§7 Input contracts,SRC-DOC-M06-P-00101,"M06 input path: calculation_run.inputs.annuity_payment.annual_nominal_rate_percent; Exact source binding: calculation_request.parameters.annual_nominal_rate_percent; Type / unit: Decimal(7,4) percent, e.g. 12.5000; Required: Да; Allowed states: PARAMETER_CONFIRMED"
DC-M06-CAN-0007,M06,calculation_run,inputs.annuity_payment.payment_frequency,calculation_run.inputs.annuity_payment.payment_frequency,,enum,MONTH,TRUE,,,M06,constant MONTHLY | enum | Да | MONTHLY only,,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§7 Input contracts,SRC-DOC-M06-P-00103,M06 input path: calculation_run.inputs.annuity_payment.payment_frequency; Exact source binding: constant MONTHLY; Type / unit: enum; Required: Да; Allowed states: MONTHLY only
DC-M06-CAN-0008,M06,calculation_run,inputs.annuity_payment.principal,calculation_run.inputs.annuity_payment.principal,,Money KZT,KZT,TRUE,,COMPLETED,M06,result[casa.required_financing/1.0.0].value | Money KZT | Да | COMPLETED / COMPLETED_WITH_LIMITATIONS,,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§7 Input contracts,SRC-DOC-M06-P-00100,M06 input path: calculation_run.inputs.annuity_payment.principal; Exact source binding: result[casa.required_financing/1.0.0].value; Type / unit: Money KZT; Required: Да; Allowed states: COMPLETED / COMPLETED_WITH_LIMITATIONS
DC-M06-CAN-0009,M06,calculation_run,inputs.annuity_payment.term_months,calculation_run.inputs.annuity_payment.term_months,,integer months,MONTH,TRUE,,,M06,calculation_request.parameters.term_months | integer months | Да | >0,,calculation_request.parameters.term_months | integer months | Да | >0,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§7 Input contracts,SRC-DOC-M06-P-00102,M06 input path: calculation_run.inputs.annuity_payment.term_months; Exact source binding: calculation_request.parameters.term_months; Type / unit: integer months; Required: Да; Allowed states: >0
DC-M06-CAN-0010,M06,calculation_run,inputs.required_financing.available_now_down_payment,calculation_run.inputs.required_financing.available_now_down_payment,,"Money{amount Decimal(20,2), currency='KZT'}",KZT,TRUE,,CONFIRMED|VERIFIED|DECLARED,M06,"client_profile_snapshot::metric(available_now_total) | Money{amount Decimal(20,2), currency='KZT'} | Да | CONFIRMED/VERIFIED; DECLARED/EVIDENCE_REQUESTED → limitation",,,,TRUE,TRUE,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§7 Input contracts,SRC-DOC-M06-P-00099,"M06 input path: calculation_run.inputs.required_financing.available_now_down_payment; Exact source binding: client_profile_snapshot::metric(available_now_total); Type / unit: Money{amount Decimal(20,2), currency='KZT'}; Required: Да; Allowed states: CONFIRMED/VERIFIED; DECLARED/EVIDENCE_REQUESTED → limitation"
DC-M06-CAN-0011,M06,calculation_run,inputs.required_financing.target_price,calculation_run.inputs.required_financing.target_price,,"Money{amount Decimal(20,2), currency='KZT'}",KZT,TRUE,,CONFIRMED|VERIFIED|DECLARED,M06,"client_profile_snapshot.purchase_goal.target_price_max | Money{amount Decimal(20,2), currency='KZT'} | Да | CONFIRMED/VERIFIED; DECLARED → limitation",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§7 Input contracts,SRC-DOC-M06-P-00098,"M06 input path: calculation_run.inputs.required_financing.target_price; Exact source binding: client_profile_snapshot.purchase_goal.target_price_max; Type / unit: Money{amount Decimal(20,2), currency='KZT'}; Required: Да; Allowed states: CONFIRMED/VERIFIED; DECLARED → limitation"
DC-M06-CAN-0012,M06,calculation_run,parameters,calculation_run.parameters,,,,,,,M06,Explicit rate/term for CALC-F-002 with source/channel/actor; no scenario entity.|Rate/term/frequency with source/channel/actor; no scenario entity.,,Rate/term/frequency with source/channel/actor; no scenario entity.,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00273|SRC-DOC-M06-I-00205,Field: parameters; Contract: Explicit rate/term for CALC-F-002 with source/channel/actor; no scenario entity.|Field: parameters; Storage/validation: Rate/term/frequency with source/channel/actor; no scenario entity.
DC-M06-CAN-0013,M06,calculation_run,participant_scope,calculation_run.participant_scope,,,,,,,M06,Exact participant IDs/roles/included_in_analysis refs. No implicit spouse/co-borrower sum.|Exact participant IDs/roles/included_in_analysis references; no implicit sums.,,Exact participant IDs/roles/included_in_analysis references; no implicit sums.,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00269|SRC-DOC-M06-I-00201,Field: participant_scope; Contract: Exact participant IDs/roles/included_in_analysis refs. No implicit spouse/co-borrower sum.|Field: participant_scope; Storage/validation: Exact participant IDs/roles/included_in_analysis references; no implicit sums.
DC-M06-CAN-0014,M06,calculation_run,requested_calculations,calculation_run.requested_calculations,,,,,TRUE,UNKNOWN,M06,Ordered formula IDs + versions; unknown/disabled ID rejected safely.|Ordered allowlisted formula IDs/versions.,,Ordered allowlisted formula IDs/versions.,Ordered formula IDs + versions; unknown/disabled ID rejected safely.|Ordered allowlisted formula IDs/versions.,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00272|SRC-DOC-M06-I-00204,Field: requested_calculations; Contract: Ordered formula IDs + versions; unknown/disabled ID rejected safely.|Field: requested_calculations; Storage/validation: Ordered allowlisted formula IDs/versions.
DC-M06-CAN-0015,M06,calculation_run,results,calculation_run.results,,,,,,,M06,Per formula value/status/reason/blocking refs.|Per formula raw/persisted/display/status/limitations/blocking refs.,,Per formula raw/persisted/display/status/limitations/blocking refs.,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00276|SRC-DOC-M06-I-00208,Field: results / blockers; Contract: Per formula value/status/reason/blocking refs.|Field: results / blockers; Storage/validation: Per formula raw/persisted/display/status/limitations/blocking refs.
DC-M06-CAN-0016,M06,calculation_run,results[casa.required_financing/1.0.0].value,calculation_run.results[casa.required_financing_1.0.0].value,,calculation_run.results[casa.required_financing/1.0.0].value; Money KZT.,KZT,TRUE,,,M06,calculation_run.results[casa.required_financing/1.0.0].value; Money KZT.,,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,CALC-F-001 — Требуемая сумма финансирования,SRC-DOC-M06-P-00128,Элемент: Output; Contract: calculation_run.results[casa.required_financing/1.0.0].value; Money KZT.
